673 3.31043e+13 
723 3.32805e+13 
773 3.34333e+13 
823 3.35661e+13 
873 3.36820e+13 
923 3.37836e+13 
973 3.38731e+13 
1023 3.39520e+13 
1073 3.40221e+13 
1123 3.40844e+13 
1173 3.41401e+13 
